"establecimiento_id_establecimiento","establecimiento_nombre","establecimiento_direccion","establecimiento_tipo","establecimiento_longitud","establecimiento_latitud","establecimiento_oficial","establecimiento_calificacion_general","establecimiento_dimension_id_establecimiento","establecimiento_dimension_id_dimension","establecimiento_dimension_id_categoria","categoria_id_categoria","categoria_nombre","categoria_descripcion","servicio_id_servicio","servicio_nombre","servicio_descripcion","caracteristica_id_caracteristica","caracteristica_nombre","caracteristica_valor","caracteristica_Fid_servicio","establecimiento_servicio_id_establecimiento_servicio","establecimiento_servicio_Fid_establecimiento","establecimiento_servicio_Fid_servicio","usuario_id_usuario","usuario_nombre","usuario_correo","usuario_telefono","usuario_rol","usuario_id_establecimiento","usuario_password","prereserva_id_prereserva","prereserva_horayfecha","prereserva_cantpersonas","prereserva_id_establecimiento_servicio","prereserva_id_usuario","comentario_id_comentario","comentario_contenido","comentario_calificacion","comentario_Fid_establecimiento_servicio"
"17","Grand Tikal Futura Hotel","Calzada Roosevelt 22-43 Zona 11, Guatemala","Hotel","-90.55388641357422","14.622682571411133","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"18","Radisson","1a. Avenida 12-46, Zona 10 Guatemala","Hotel","-90.52323913574219","14.636573791503906","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"19","La Estancia","Plazuela  12 calle 7-69 zona 9","Restaurante","-90.51744079589844","14.601469039916992","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"15","20","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3","lavanderia camino real","6","3"
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"15","20","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","la lavanderia de camino real deja mucho que desear","3","3"
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"15","20","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8","La lavanderiaa de camino real es muy buena (y)","6","3"
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"15","20","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"17","pesimo >:/","1","3"
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"15","20","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"25","Malo","1","3"
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"15","20","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"26","Malo 2","1","3"
"20","Hooters","Plaza Obelisco, Avenida La Reforma 16, Guatemala","Restaurante","-90.51663970947266","14.595264434814453","1",\N,\N,\N,\N,\N,\N,\N,"9","Bar",\N,\N,\N,\N,\N,"14","20","9",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"21","Taller Periférico"," 21 Calle 29-60, Guatemala, Guatemala","Taller","14.644001007080078","-90.54232025146484","1",\N,\N,\N,\N,\N,\N,\N,"5","Mecanica General","Mecanica general en vehiculos japoneses.","4","Rapido","200","5","6","21","5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"12",":) delicioso","6","5"
"21","Taller Periférico"," 21 Calle 29-60, Guatemala, Guatemala","Taller","14.644001007080078","-90.54232025146484","1",\N,\N,\N,\N,\N,\N,\N,"5","Mecanica General","Mecanica general en vehiculos japoneses.","4","Rapido","200","5","6","21","5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"13","no me gusta :P","1","5"
"21","Taller Periférico"," 21 Calle 29-60, Guatemala, Guatemala","Taller","14.644001007080078","-90.54232025146484","1",\N,\N,\N,\N,\N,\N,\N,"5","Mecanica General","Mecanica general en vehiculos japoneses.","4","Rapido","200","5","6","21","5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"18","genial <3","7","5"
"21","Taller Periférico"," 21 Calle 29-60, Guatemala, Guatemala","Taller","14.644001007080078","-90.54232025146484","1",\N,\N,\N,\N,\N,\N,\N,"7","Balanceo","Alineacion y balanceo de autos",\N,\N,\N,\N,"11","21","7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"22","Taller Automotriz Auto Seco","Col las victorias, Guatemala","Taller","14.645952224731445","-90.49903106689453","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"23","Taller Don Mynor","6 avenida San Francisco 1, zona 6 de mixco, Guatemala","Taller","14.664180755615234","-90.58303833007812","1",\N,"23","1","3","3","Accesible",\N,"6","Electromecanica","Servicio al sistema electrico de los autos.","5","Reparado","400","6","7","23","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"23","Taller Don Mynor","6 avenida San Francisco 1, zona 6 de mixco, Guatemala","Taller","14.664180755615234","-90.58303833007812","1",\N,"23","1","3","3","Accesible",\N,"7","Balanceo","Alineacion y balanceo de autos",\N,\N,\N,\N,"10","23","7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"24","SPC soluciones para carros SA","Procurador de los derechos humanos anexo, 10-74, Guatemala","Taller","14.632499694824219","-90.56798553466797","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"25","Taller Cojulun","Bulevar Principal de Ciudada San Cristobal, 01008, Guatemala","Taller","14.609232902526855","-90.58879089355469","1",\N,\N,\N,\N,\N,\N,\N,"7","Balanceo","Alineacion y balanceo de autos",\N,\N,\N,\N,"8","25","7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"26","Servicios Mecanicos Juanito","8 avenida 1-23, Guatemala","Taller","14.631957054138184","-90.5813217163086","1",\N,\N,\N,\N,\N,\N,\N,"8","Enderazado y pintura","Enderazado y pintura",\N,\N,\N,\N,"9","26","8",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27","Asistec S&S","11 avenida Bulevar el caminero, zona 6 de mixco, Guatemala","Taller","14.659050941467285","-90.58879852294922","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"28","Carlos Electricidad","11 avenida 13 calle, zona 12, Guatemala","Taller","14.60303020477295","-90.54117584228516","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"29","GoAuto","10 avenida, zona 11, Guatemala","Taller","14.593446731567383","-90.56449127197266","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"30","Taller Hyundai","Avenida Petapa, Guatemala","Taller","14.582554817199707","-90.54512786865234","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"31","Casa San Lazaro","Antigua","Hotel","-5.659999847412109","40.959999084472656","0","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"32","Hooters","Obelisco","Restaurante","-5.659999847412109","40.959999084472656","0","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"33","Hotel Museo Casa Santo Domingo","3a calle oriente 28 A, Antigua Guatemala, Guatemala","Hotel","14.558563232421875","-90.72681427001953","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"34","Hotel y Restaurante Viña Española","Calle de los duelos final, Alameda del virrey No. 17, Antigua Guatemala, Guatemala","Hotel","14.560053825378418","-90.7246322631836","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"35","Hotel Posada de Don Rodrigo","7a avenida Norte, Antigua Guatemala, Guatemala","Hotel","14.558664321899414","-90.734130859375","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"36","Caseta Verde de Agronomi","Cerca de agro","Restaurante","3.000002861022949","5.002200126647949","1",\N,\N,\N,\N,\N,\N,\N,"10","Comida Rapida","Comida rapoda","6","Shukos","50","10","17","36","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"36","Caseta Verde de Agronomi","Cerca de agro","Restaurante","3.000002861022949","5.002200126647949","1",\N,\N,\N,\N,\N,\N,\N,"10","Comida Rapida","Comida rapoda","7","Tortillas con carne","50","10","17","36","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"36","Caseta Verde de Agronomi","Cerca de agro","Restaurante","3.000002861022949","5.002200126647949","1",\N,\N,\N,\N,\N,\N,\N,"11","Almuerzos","almuerzo",\N,\N,\N,\N,"19","36","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"37","caseta verde de farmacia","cerca de farmacia","Restaurante","4.222099781036377","3.002000093460083","0","4",\N,\N,\N,\N,\N,\N,"11","Almuerzos","almuerzo",\N,\N,\N,\N,"18","37","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
